module,category,total_bugs,severity_weighted_total,critical_count,major_count,normal_count,minor_count,edf_count,ux_count,mx_count,mui_count,side_effect_count,at_found_count,function_count,stability_count,performance_count,regression_count,crash_count,anr_count,ui_count,localization_count,iap_count,regression_rate,automation_catch_rate,avg_repro_rate,median_repro_rate,avg_days_to_close,median_days_to_close,avg_builds_to_fix,median_builds_to_fix,open_count,closed_count,postpone_count,unique_reporters,probability_score_auto,impact_score,detectability_score,risk_score_final,quadrant,parsed_module,scoring_method,ai_reasoning
Credit System (Detail page),UI & Settings,5,25,0,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.5,0.5,30.2,19.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,125,Q4 - Test First,Credit System (Detail page),ollama,"High severity bugs identified in the Credit System Detail page, affecting UI and settings, requiring manual testing and no automation coverage."
Text,Text & Captions,146,728,1,143,1,1,8,14,0,4,0,2,0,0,0,0,0,0,2,0,0,0.0,0.0137,0.5,0.5,36.72950819672131,7.0,0.0,0.0,0.0,0.0,5.0,11,5,5,5,125,Q4 - Test First,Text,ollama,High risk due to high number of major bugs and potential regression issues
Speed Curve,Editor Core,26,135,1,25,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.84,4.0,0.0,0.0,0.0,0.0,1.0,3,5,5,5,125,Q4 - Test First,Speed Curve,ollama,"The high number of major bugs (25) and low automation catch rate (0.000) indicate a high risk of impacting user experience. The regression rate is also very low, suggesting that the bugs are significant and potentially difficult to identify."
Super Slow Motion(Steps),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,125,Q4 - Test First,Super Slow Motion(Steps),ollama,"Potential for significant delays in video playback, significantly affecting user experience."
Music (Creator Music),Audio,37,181,1,33,3,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,0.0,0.5,0.5,11.147058823529411,10.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,125,Q4 - Test First,Music (Creator Music),ollama,"High impact on the Music module due to its critical functionality, with a high regression rate and no automation to catch bugs, making it a high risk area."
Produce,Export & Output,27,132,0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,36.65217391304348,13.0,0.0,0.0,0.0,0.0,0.0,6,5,5,5,125,Q4 - Test First,Produce,ollama,"High risk due to high number of major bugs in the Produce module, indicating a significant regression risk."
Video Intro/ Outro(text),Export & Output,5,25,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,2,5,5,5,125,Q4 - Test First,Video Intro/ Outro(text),ollama,"Loss of video intro/outro text may result in missing or incorrect information in exported video files, which could significantly impact video quality and user experience."
Adjustment,Color & Adjust,6,30,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,7.0,0.0,0.0,0.0,0.0,0.0,3,5,5,5,125,Q4 - Test First,Adjustment,ollama,"Module Adjustment under Color & Adjust category has 6 major bugs with 0 critical, 0% regression rate and 0% automation catch rate, indicating high risk."
Motion,Visual Effects,91,467,3,87,1,0,0,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0.011,0.0,0.5,0.5,14.454545454545457,4.0,0.0,0.0,0.0,0.0,1.0,4,5,5,5,125,Q4 - Test First,Motion,ollama,High impact due to high number of major bugs (87) and potential for regression (0.011).
Talking Avatar (Select Voice),AI Features,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,125,Q4 - Test First,Talking Avatar (Select Voice),ollama,"Failure to select voice correctly can cause severe user experience issues due to mismatched personality and tone, potentially impacting customer satisfaction and loyalty."
Music,Audio,45,211,2,35,8,0,0,5,0,4,2,0,0,0,0,0,0,0,9,0,0,0.0444,0.0,0.5,0.5,22.88372093023256,5.0,0.0,0.0,0.0,0.0,0.0,6,5,5,5,125,Q4 - Test First,Music,ollama,High-impact module with high potential for undetected regression bugs
Cloud Storage (Media),Cloud,5,25,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.6,8.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,125,Q4 - Test First,Cloud Storage (Media),ollama,"High severity bugs in Cloud Storage (Media) module, indicating high potential for data loss or corruption."
IAP(B version),IAP,22,110,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,26.61904761904762,13.0,0.0,0.0,0.0,0.0,0.0,3,5,5,5,125,Q4 - Test First,IAP(B version),ollama,"Major bugs in the IAP module, high regression and automation catch rates indicate significant risk"
Auto Edit(Romantic_01_title),Editor Core,5,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,15.5,15.5,0.0,0.0,0.0,0.0,1.0,1,5,5,5,125,Q4 - Test First,Auto Edit(Romantic_01_title),ollama,High risk due to high number of major bugs (5) in a critical module like Auto Edit(Romantic_01_title)
Tempo Effects,Visual Effects,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,65.0,92.0,0.0,0.0,0.0,0.0,0.0,3,5,5,5,125,Q4 - Test First,Tempo Effects,ollama,High risk due to high number of major bugs (3) and critical bugs are minimal (0).
Talking Avatar(Recommendation),AI Features,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.666666666666667,7.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,125,Q4 - Test First,Talking Avatar(Recommendation),ollama,"Potential for conversational AI errors affecting user trust and experience, particularly in a recommendation context."
Add Media(GIPHY),Media Picker,6,30,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.833333333333333,6.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,125,Q4 - Test First,Add Media(GIPHY),ollama,"The Add Media(GIPHY) module is a critical functionality in the Media Picker category, and a high number of major bugs (6) indicates a significant risk of functionality disruption. Given the high impact and detectability, the overall risk is high."
Launcher(Shortcut),Launcher,51,265,2,49,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0.0196,0.0,0.5,0.5,17.76595744680851,5.0,0.0,0.0,0.0,0.0,0.0,3,5,5,5,125,Q4 - Test First,Launcher(Shortcut),ollama,High risk due to high number of major bugs and low automation catch rate in Launcher(Shortcut) module
Text to Speech,Audio,64,289,1,51,12,0,0,12,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0312,0.0,0.5,0.5,53.672413793103445,8.5,0.0,0.0,0.0,0.0,0.0,6,5,4,5,100,Q4 - Test First,Text to Speech,ollama,"The module's criticality and regression rate are high, indicating a moderate to high impact. The detectability is high due to the large number of total bugs and major bugs."
Auto Edit (Party_04_title),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,Auto Edit (Party_04_title),ollama,"High impact due to module criticality and high number of major bugs, but low detectability due to automated testing being ineffective"
Halloween,IAP,9,45,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.5,0.5,5.555555555555555,5.0,0.0,0.0,0.0,0.0,0.0,3,5,5,4,100,Q4 - Test First,Halloween,ollama,"High risk due to high number of major bugs without critical bugs, indicating potential for severe issues, but may be difficult to detect due to lack of automation and low regression rate."
"Timeline,transition [Landscape]",Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,28.0,28.0,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,"Timeline,transition [Landscape]",ollama,"High risk due to high number of Major bugs (2) in a critical module (Timeline, transition [Landscape]) in the Editor Core category."
Timeline(Shrink Mode),Editor Core,10,50,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.5714285714285716,2.0,0.0,0.0,0.0,0.0,0.0,3,5,5,4,100,Q4 - Test First,Timeline(Shrink Mode),ollama,"High risk due to high number of major bugs (10) in the Timeline(Shrink Mode) module of Editor Core, with no automation catch rate."
speed,Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,speed,ollama,High-impact bug in Editor Core with high detectability due to its major severity and low regression rate.
Talking Avatar(Voice-Over),AI Features,11,52,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.2,2.0,0.0,0.0,0.0,0.0,0.0,2,5,5,4,100,Q4 - Test First,Talking Avatar(Voice-Over),ollama,Potential for significant business disruption due to AI feature malfunction
Xmas(Launcher),Launcher,4,14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.5,0.5,15.5,14.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,100,Q4 - Test First,Xmas(Launcher),ollama,"Critical issues were not found, but major issues were detected in the Xmas(Launcher) module. High detectability due to the large number of bugs found (4)"
Shortcut(AI Music Generator),Audio,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,69.75,74.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,Shortcut(AI Music Generator),ollama,"AI Music Generator module could lead to significant audio quality issues, but it might be challenging to detect due to its complex nature."
MGT,Text & Captions,81,420,3,78,0,0,0,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0.0,0.6543,0.5,0.5,19.818181818181817,14.0,0.0,0.0,0.0,0.0,0.0,5,5,4,5,100,Q4 - Test First,MGT,ollama,"High impact due to high regression rate and high automation catch rate, but high detectability suggests it's not a silent issue"
Denoise,Audio,4,20,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.25,6.5,0.0,0.0,0.0,0.0,0.0,2,5,5,4,100,Q4 - Test First,Denoise,ollama,"The Denoise module in the Audio category has a high risk of introducing major bugs, but they may not be easily detectable due to their impact on audio quality."
Timeline_Speed,Editor Core,2,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,102.5,102.5,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,Timeline_Speed,ollama,"High impact and detectability due to regression in Timeline_Speed module, which is a critical component of Editor Core"
Auto Edit(Pet 02),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,24.25,19.0,0.0,0.0,0.0,0.0,0.0,2,5,5,4,100,Q4 - Test First,Auto Edit(Pet 02),ollama,"High impact due to Major bugs, moderate detectability due to lack of automation"
Settings(IAP Banner),UI & Settings,7,32,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,Settings(IAP Banner),ollama,"Changes in IAP banner settings may have a significant impact on user experience and revenue, but may be difficult to detect without manual testing."
Auto Edit (Sport 01),Editor Core,10,50,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,100,Q4 - Test First,Auto Edit (Sport 01),ollama,"High risk due to 10 major bugs and high regression rate, but low automation catch rate"
Effect (Magnifier),Visual Effects,3,15,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2,4,5,5,100,Q4 - Test First,Effect (Magnifier),ollama,High impact due to potential visual distortions affecting user experience. Detectability is high due to clear visibility of magnifier effect.
Shortcut(Text to Image),AI Features,56,270,1,50,5,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,41.326530612244895,4.0,0.0,0.0,0.0,0.0,0.0,5,5,5,4,100,Q4 - Test First,Shortcut(Text to Image),ollama,"High-impact due to critical functionality in AI Features module, moderately detectable due to low automation catch rate and regression rate"
AI Art,AI Features,72,329,0,62,9,1,1,13,0,3,5,0,0,0,0,0,0,0,0,0,0,0.0694,0.0,0.5,0.5,24.326923076923077,7.0,44.75,0.0,0.0,0.0,2.0,9,5,5,4,100,Q4 - Test First,AI Art,ollama,"Potential for AI-generated artwork to be misleading or biased, detectability is moderate due to reliance on user input"
Auto Edit(Gaming_03_title),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,13.0,9.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,100,Q4 - Test First,Auto Edit(Gaming_03_title),ollama,"High impact due to high number of major bugs, difficult to detect due to low automation catch rate"
Shortcut(Auto Caption),Shortcut,62,325,3,59,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,22.48148148148148,5.0,0.0,0.0,0.0,0.0,2.0,5,5,5,4,100,Q4 - Test First,Shortcut(Auto Caption),ollama,"High impact due to potential regression issues in a shortcut module, but low detectability since it's a complex automated process"
Intro/Outro(Text),Text & Captions,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,Intro/Outro(Text),ollama,High impact and detectability due to high number of major bugs and potential for text processing errors
AI Magic,AI Features,8,34,0,6,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,7.428571428571429,4.0,0.0,0.0,0.0,0.0,0.0,3,5,5,4,100,Q4 - Test First,AI Magic,ollama,"High impact due to critical AI feature, but difficult to detect without thorough testing and review of AI Magic module logic."
Video Upscaler/Super Slow Motion,Editor Core,6,27,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,23.5,22.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,Video Upscaler/Super Slow Motion,ollama,"High impact due to potential video quality degradation, relatively high detectability as users may notice slowdowns or poor video quality"
Transition (Split 47),UI & Settings,3,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,Transition (Split 47),ollama,"High impact due to potential UI errors, moderate detectability due to manual testing required"
Timeline(Drag and Drop),Editor Core,5,35,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,113.4,2.0,0.0,0.0,0.0,0.0,0.0,2,5,5,4,100,Q4 - Test First,Timeline(Drag and Drop),ollama,The Timeline(Drag and Drop) module in the Editor Core is critical to the overall functionality of the product. Its high impact and moderate detectability due to the drag and drop functionality make it a high-risk component.
IAP(B version_Review),IAP,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,IAP(B version_Review),ollama,Potential revenue loss due to IAP bug
New Year Sale (VIP Benefits),IAP,7,23,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.571428571428571,12.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,New Year Sale (VIP Benefits),ollama,"VIP benefits are a key feature of the New Year Sale, and their non-functionality could severely impact customer experience and satisfaction."
Talking Avatar,AI Features,206,1065,10,191,5,0,0,32,0,12,2,0,0,0,0,0,0,0,0,0,0,0.0097,0.0,0.5,0.5,30.45959595959596,6.0,0.0,0.0,0.0,0.0,1.0,6,5,4,5,100,Q4 - Test First,Talking Avatar,ollama,"High regression rate and automation catch rate are low in this module, suggesting a high risk of undetected defects that could have significant impact on the Talking Avatar AI Features."
Transition(Slide),UI & Settings,5,22,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,41.6,9.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,100,Q4 - Test First,Transition(Slide),ollama,"The Transition(Slide) module is a critical UI & Settings component, and 4 out of 5 bugs are classified as Major, indicating a potential for significant user experience impact."
Credit System(Daily Credit),UI & Settings,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.5,0.5,2.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,2,4,5,5,100,Q4 - Test First,Credit System(Daily Credit),ollama,"High impact on financial data due to critical functionality in Credit System, but highly detectable as part of UI & Settings module"
AI Storytelling,AI Features,220,990,8,162,50,0,8,45,0,12,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,8.96875,5.0,0.0,0.0,0.0,0.0,1.0,7,5,5,4,100,Q4 - Test First,AI Storytelling,ollama,"The AI storytelling module is a critical component of the system, and any bugs or regressions could have significant consequences for the user experience. The high number of major bugs (162) indicates a high potential for impact, but the low regression rate (0.000) suggests that these bugs are unlikely to cause significant issues in production. The low automation catch rate (0.000) means that manual testing is crucial to identify potential issues."
Add Media(Limit Access),Media Picker,2,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,5,5,100,Q4 - Test First,Add Media(Limit Access),ollama,"Module Add Media (Limit Access) has 2 critical bugs, indicating high impact. The regression rate is 0, suggesting that the bugs are not related to previous changes, and automation catch rate is also 0, indicating that the bugs are not caught by automated tests."
Mixpanel,Analytics,196,980,0,196,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0102,0.0,0.5,0.5,13.704918032786884,5.0,0.0,0.0,0.0,0.0,1.0,4,5,5,4,100,Q4 - Test First,Mixpanel,ollama,High regression rate and automation catch rate indicate significant risk of undetected errors in Mixpanel module.
Auto Edit(Sport_05_title),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,27.0,27.0,0.0,0.0,0.0,0.0,1.0,1,4,5,5,100,Q4 - Test First,Auto Edit(Sport_05_title),ollama,"High impact due to critical functionality in Editor Core module, and 2 out of 2 bugs are major issues, indicating potential for severe consequences"
"Auto Edit(Music, Replace)",Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,"Auto Edit(Music, Replace)",ollama,"High impact due to major bugs in critical music editing functionality, easy to detect as bugs were reported."
Auto Edit(Sport_06_title),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,Auto Edit(Sport_06_title),ollama,Potential data corruption or loss due to incorrect auto-editing of sport title
MGT(Headline),Text & Captions,8,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,182.375,279.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,MGT(Headline),ollama,"High impact due to module being critical to headline display, but detectability is moderate due to automated testing catching most issues"
Main tool menu,UI & Settings,5,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,Main tool menu,ollama,"High risk due to high number of major bugs and no automation catch rate, making it difficult to detect and address issues in this module."
AI Audio(Text to Speech),Audio,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,AI Audio(Text to Speech),ollama,Loss of audio integrity and potential miscommunication due to AI audio inaccuracies
Account,Sign In,2,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,71.0,71.0,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,Account,ollama,"Sign-in functionality is critical and easily detectable, indicating a high risk if not properly validated."
Auto Edit (Party_02_video),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.5,11.5,0.0,0.0,0.0,0.0,0.0,1,5,4,5,100,Q4 - Test First,Auto Edit (Party_02_video),ollama,"High impact due to Major bug count, but detectability is high due to low RegressionRate and AutomationCatchRate"
Intro/Outro,Text & Captions,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.5,10.5,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,Intro/Outro,ollama,"Module Intro/Outro has a high impact on the overall user experience and is a critical part of the application, making it high-risk for bugs and requiring high detectability."
Transition(Effect),UI & Settings,6,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2,5,5,4,100,Q4 - Test First,Transition(Effect),ollama,"High impact due to major bugs (5) and critical bug (1), with low detectability due to high automation catch rate (0.000)"
Auto Edit (Child Moments),Editor Core,7,35,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.333333333333333,0.0,38.0,38.0,0.0,0.0,0.0,1,5,4,5,100,Q4 - Test First,Auto Edit (Child Moments),ollama,"The Auto Edit (Child Moments) module has a high number of major bugs, indicating a potential risk to the Editor Core module's functionality. However, the regression rate and automation catch rate are both 0, suggesting that these bugs may not be easily exploitable or may not have a significant impact on the system's overall behavior."
Add Media(Music),Media Picker,7,40,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.666666666666666,10.5,0.0,0.0,0.0,0.0,0.0,1,5,5,4,100,Q4 - Test First,Add Media(Music),ollama,"Add Media (Music) module has a high impact due to its critical functionality, and medium detectability due to potential music metadata issues"
Auto Edit (Our Days),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,33.25,14.5,185.33333333333337,0.0,0.0,0.0,0.0,1,5,4,5,100,Q4 - Test First,Auto Edit (Our Days),ollama,High impact due to high number of major bugs and low automation catch rate
Timeline (Effects),Editor Core,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,1,4,5,5,100,Q4 - Test First,Timeline (Effects),ollama,"Module: Timeline (Effects) Category: Editor Core has 2 major bugs, indicating a high risk of impacting the editor's core functionality."
